"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2014","2014",2.66,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2015","2015",2.65,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2000","2000",2.08,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2001","2001",2.32,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2002","2002",2.56,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2003","2003",2.88,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2004","2004",2.93,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2005","2005",3,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2006","2006",2.91,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2007","2007",2.83,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2008","2008",2.79,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2009","2009",2.76,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2010","2010",2.72,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2011","2011",2.69,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2012","2012",2.68,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2013","2013",2.67,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2014","2014",2.67,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","JPN","Japan","2015","2015",2.67,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","JPN","Japan","2000","2000",2.82,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","JPN","Japan","2001","2001",2.81,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","JPN","Japan","2002","2002",2.79,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","JPN","Japan","2003","2003",2.78,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","JPN","Japan","2004","2004",2.78,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","JPN","Japan","2005","2005",2.77,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","JPN","Japan","2006","2006",2.76,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","JPN","Japan","2007","2007",2.74,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","JPN","Japan","2008","2008",2.73,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","JPN","Japan","2009","2009",2.72,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","JPN","Japan","2010","2010",2.71,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","JPN","Japan","2011","2011",2.69,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","JPN","Japan","2012","2012",2.68,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","JPN","Japan","2013","2013",2.67,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","JPN","Japan","2014","2014",2.66,"D","Difference in methodology"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","JPN","Japan","2015","2015",2.65,"D","Difference in methodology"
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","JPN","Japan","2000","2000",4,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","JPN","Japan","2001","2001",3.96,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","JPN","Japan","2002","2002",3.92,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","JPN","Japan","2003","2003",3.86,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","JPN","Japan","2004","2004",3.82,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","JPN","Japan","2005","2005",3.77,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","JPN","Japan","2006","2006",3.73,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","JPN","Japan","2007","2007",3.64,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","JPN","Japan","2008","2008",3.66,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","JPN","Japan","2009","2009",3.61,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","JPN","Japan","2010","2010",3.57,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","JPN","Japan","2011","2011",3.53,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","JPN","Japan","2012","2012",3.51,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","JPN","Japan","2013","2013",3.49,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","JPN","Japan","2014","2014",3.6,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","JPN","Japan","2015","2015",3.59,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2000","2000",4.65,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2001","2001",4.45,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2002","2002",4.83,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2003","2003",5.09,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2004","2004",5.42,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2005","2005",5.9,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2006","2006",6.48,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2007","2007",7.24,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2008","2008",7.73,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2009","2009",8.19,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2010","2010",8.74,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2011","2011",9.53,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2012","2012",10.25,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2013","2013",10.92,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2014","2014",11.59,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2015","2015",11.53,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2000","2000",4.57,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2001","2001",4.38,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2002","2002",4.79,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2003","2003",4.86,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2004","2004",5.15,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2005","2005",5.32,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2006","2006",5.54,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2007","2007",5.82,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2008","2008",6.11,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2009","2009",6.33,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2010","2010",6.41,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2011","2011",6.77,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2012","2012",7,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2013","2013",7.06,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2014","2014",7.34,"D","Difference in methodology"
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2000","2000",0.65,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2001","2001",0.58,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2002","2002",0.6,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2003","2003",0.69,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2004","2004",0.71,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2005","2005",0.75,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2006","2006",0.77,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2007","2007",0.75,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2008","2008",0.81,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2009","2009",0.85,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2010","2010",0.89,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2011","2011",0.88,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2012","2012",0.91,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2013","2013",0.91,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2014","2014",0.97,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2003","2003",0.17,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2004","2004",0.22,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2005","2005",0.53,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2006","2006",0.89,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2007","2007",1.37,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2008","2008",1.57,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2009","2009",1.82,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2010","2010",2.28,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2011","2011",2.71,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2012","2012",3.21,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2013","2013",3.82,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","KOR","Korea","2014","2014",4.22,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2000","2000",0.08,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2001","2001",0.08,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2002","2002",0.05,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2003","2003",0.05,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2004","2004",0.05,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2005","2005",0.05,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2006","2006",0.05,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2007","2007",0.05,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2008","2008",0.05,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2009","2009",0.05,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2010","2010",0.05,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2011","2011",0.05,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2012","2012",0.04,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2013","2013",0.04,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","KOR","Korea","2014","2014",0.03,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2008","2008",1.1,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2010","2010",1.14,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2011","2011",1.19,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2012","2012",1.2,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2013","2013",1.18,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2014","2014",1.24,,
"HOPITPOH","Beds in publicly owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2015","2015",1.21,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2008","2008",6.63,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2010","2010",7.6,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2011","2011",8.34,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2012","2012",9.06,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2013","2013",9.73,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2014","2014",10.35,,
"HOPINROH","Beds in not-for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2015","2015",10.33,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2008","2008",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2010","2010",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2011","2011",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2012","2012",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2013","2013",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2014","2014",0,,
"HOPIFROH","Beds in for-profit privately owned hospitals","RTOINPNB","Per 1 000 population","KOR","Korea","2015","2015",0,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2004","2004",6.39,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2005","2005",5.79,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2006","2006",5.65,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2007","2007",5.67,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2008","2008",5.57,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2009","2009",5.47,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2010","2010",5.37,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2011","2011",5.28,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2012","2012",5.15,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2013","2013",5.05,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2014","2014",4.94,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2015","2015",4.82,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2016","2016",4.77,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2004","2004",5.02,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2005","2005",4.54,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2006","2006",4.47,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2007","2007",4.4,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2008","2008",4.32,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2009","2009",4.21,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2010","2010",4.14,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2011","2011",4.06,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2012","2012",3.96,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2013","2013",4.29,"B","Break"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2014","2014",4.19,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2015","2015",4.09,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2016","2016",4.05,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2004","2004",1.09,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2005","2005",0.97,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2006","2006",0.91,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2007","2007",0.9,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2008","2008",0.88,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2009","2009",0.9,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2010","2010",0.88,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2011","2011",0.88,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2012","2012",0.86,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2013","2013",0.83,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2014","2014",0.81,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2015","2015",0.79,,
"HOPILIPS","Psychiatric care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2016","2016",0.78,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2004","2004",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2005","2005",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2006","2006",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2007","2007",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2008","2008",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2009","2009",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2010","2010",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2011","2011",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2012","2012",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2013","2013",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2014","2014",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2015","2015",0,,
"HOPILIMM","Long-term care beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2016","2016",0,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2004","2004",1.09,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2005","2005",0.97,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2006","2006",0.91,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2007","2007",0.9,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2008","2008",0.88,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2009","2009",0.9,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2010","2010",0.88,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2011","2011",0.88,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2012","2012",0.86,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2013","2013",0.44,"B","Break"
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2014","2014",0.43,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2015","2015",0.42,,
"HOPIOBED","Other hospital beds","RTOINPNB","Per 1 000 population","LUX","Luxembourg","2016","2016",0.41,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2000","2000",1.77,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2001","2001",1.73,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2002","2002",1.72,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2003","2003",1.7,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2004","2004",1.7,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2005","2005",1.69,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2006","2006",1.63,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2007","2007",1.64,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2008","2008",1.63,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2009","2009",1.59,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2010","2010",1.59,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2011","2011",1.59,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2012","2012",1.57,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2013","2013",1.62,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2014","2014",1.62,,
"HOPITBED","Total hospital beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2015","2015",1.52,,
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2000","2000",1.77,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2001","2001",1.73,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2002","2002",1.72,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2003","2003",1.7,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2004","2004",1.7,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2005","2005",1.69,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2006","2006",1.63,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2007","2007",1.64,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2008","2008",1.63,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2009","2009",1.59,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2010","2010",1.59,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2011","2011",1.59,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2012","2012",1.57,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","RTOINPNB","Per 1 000 population","MEX","Mexico","2013","2013",1.62,"D","Difference in methodology"
